order_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,delivery_delay_days,delivery_completion_rate,is_on_time,is_complete_delivery
FMR310203602,25891602,191,2024-03-10,2024-03-10,153,0,80.1,Yes,No
FMR39103602,25891602,178,2024-03-09,2024-03-10,178,1,100.0,No,Yes
FMR39221602,25891602,161,2024-03-09,2024-03-09,161,0,100.0,Yes,Yes
FMR310903602,25891602,179,2024-03-10,2024-03-10,179,0,100.0,Yes,Yes
FMR39220602,25891602,96,2024-03-09,2024-03-09,86,0,89.58,Yes,No
FMR311721603,25891602,110,2024-03-11,2024-03-11,110,0,100.0,Yes,Yes
FMR39501602,25891602,57,2024-03-09,2024-03-09,57,0,100.0,Yes,Yes
FMR311122602,25891602,159,2024-03-11,2024-03-12,159,1,100.0,No,Yes
FMR310403602,25891602,113,2024-03-10,2024-03-10,102,0,90.27,Yes,No
FMR311403602,25891602,61,2024-03-11,2024-03-11,55,0,90.16,Yes,No
FMR312402101,25891101,471,2024-03-12,2024-03-12,424,0,90.02,Yes,No
FMR311101203,25891203,252,2024-03-11,2024-03-12,252,1,100.0,No,Yes
FMR312320602,25891203,482,2024-03-12,2024-03-12,434,0,90.04,Yes,No
FMR311203602,25891203,193,2024-03-11,2024-03-11,193,0,100.0,Yes,Yes
FMR310403603,25891203,440,2024-03-10,2024-03-10,418,0,95.0,Yes,No
FMR310121203,25891203,166,2024-03-10,2024-03-09,166,-1,100.0,Yes,Yes
FMR311201203,25891203,147,2024-03-11,2024-03-13,147,2,100.0,No,Yes
FMR312501203,25891203,148,2024-03-12,2024-03-12,148,0,100.0,Yes,Yes
FMR311601602,25891203,231,2024-03-11,2024-03-11,219,0,94.81,Yes,No
FMR310102601,25891203,347,2024-03-10,2024-03-10,330,0,95.1,Yes,No
FMR311102203,25891203,140,2024-03-11,2024-03-11,140,0,100.0,Yes,Yes
FMR312122403,25891203,145,2024-03-12,2024-03-13,131,1,90.34,No,No
FMR311902503,25891203,419,2024-03-11,2024-03-11,419,0,100.0,Yes,Yes
FMR310903203,25891203,138,2024-03-10,2024-03-11,138,1,100.0,No,Yes
FMR310621501,25891203,283,2024-03-10,2024-03-10,226,0,79.86,Yes,No
FMR311520203,25891203,132,2024-03-11,2024-03-12,106,1,80.3,No,No
FMR311702503,25891302,59,2024-03-11,2024-03-11,56,0,94.92,Yes,No
FMR312702303,25891302,81,2024-03-12,2024-03-12,81,0,100.0,Yes,Yes
FMR310320502,25891302,43,2024-03-10,2024-03-10,43,0,100.0,Yes,Yes
FMR311621302,25891302,79,2024-03-11,2024-03-10,79,-1,100.0,Yes,Yes
FMR311221401,25891302,30,2024-03-11,2024-03-11,30,0,100.0,Yes,Yes
FMR311520302,25891302,80,2024-03-11,2024-03-11,76,0,95.0,Yes,No
FMR311421302,25891302,36,2024-03-11,2024-03-14,36,3,100.0,No,Yes
FMR310420602,25891302,30,2024-03-10,2024-03-11,30,1,100.0,No,Yes
FMR310403302,25891302,43,2024-03-10,2024-03-09,43,-1,100.0,Yes,Yes
FMR310220302,25891302,71,2024-03-10,2024-03-10,71,0,100.0,Yes,Yes
FMR311220302,25891302,93,2024-03-11,2024-03-11,93,0,100.0,Yes,Yes
FMR312220302,25891302,100,2024-03-12,2024-03-11,100,-1,100.0,Yes,Yes
FMR311201603,25891302,100,2024-03-11,2024-03-11,100,0,100.0,Yes,Yes
FMR310902302,25891302,79,2024-03-10,2024-03-11,79,1,100.0,No,Yes
FMR311303302,25891302,77,2024-03-11,2024-03-11,77,0,100.0,Yes,Yes
FMR312303603,25891302,35,2024-03-12,2024-03-12,35,0,100.0,Yes,Yes
FMR310720503,25891302,49,2024-03-10,2024-03-10,49,0,100.0,Yes,Yes
FMR310101602,25891302,50,2024-03-10,2024-03-10,48,0,96.0,Yes,No
FMR311102301,25891301,58,2024-03-11,2024-03-10,58,-1,100.0,Yes,Yes
FMR311122301,25891301,54,2024-03-11,2024-03-12,54,1,100.0,No,Yes
FMR311321401,25891301,75,2024-03-11,2024-03-11,75,0,100.0,Yes,Yes
FMR311203602,25891301,23,2024-03-11,2024-03-11,23,0,100.0,Yes,Yes
FMR311521301,25891301,90,2024-03-11,2024-03-14,90,3,100.0,No,Yes
FMR311221301,25891301,65,2024-03-11,2024-03-10,65,-1,100.0,Yes,Yes
FMR311522503,25891301,62,2024-03-11,2024-03-13,56,2,90.32,No,No
FMR310621501,25891301,99,2024-03-10,2024-03-10,99,0,100.0,Yes,Yes
FMR312621603,25891301,74,2024-03-12,2024-03-12,74,0,100.0,Yes,Yes
FMR310702301,25891301,56,2024-03-10,2024-03-11,53,1,94.64,No,No
FMR312702301,25891301,31,2024-03-12,2024-03-11,31,-1,100.0,Yes,Yes
FMR310520301,25891301,42,2024-03-10,2024-03-10,34,0,80.95,Yes,No
FMR311520302,25891301,33,2024-03-11,2024-03-11,30,0,90.91,Yes,No
FMR310303502,25891301,49,2024-03-10,2024-03-10,49,0,100.0,Yes,Yes
FMR312220301,25891301,49,2024-03-12,2024-03-12,44,0,89.8,Yes,No
FMR311902503,25891301,67,2024-03-11,2024-03-11,54,0,80.6,Yes,No
FMR312422501,25891301,22,2024-03-12,2024-03-14,22,2,100.0,No,Yes
FMR310603603,25891301,65,2024-03-10,2024-03-10,65,0,100.0,Yes,Yes
FMR310303502,25891102,417,2024-03-10,2024-03-10,417,0,100.0,Yes,Yes
FMR311601102,25891102,462,2024-03-11,2024-03-12,462,1,100.0,No,Yes
FMR311520203,25891102,476,2024-03-11,2024-03-12,476,1,100.0,No,Yes
FMR312422102,25891102,358,2024-03-12,2024-03-15,358,3,100.0,No,Yes
FMR310202603,25891102,398,2024-03-10,2024-03-10,398,0,100.0,Yes,Yes
FMR312421102,25891102,396,2024-03-12,2024-03-14,317,2,80.05,No,No
FMR311420102,25891102,445,2024-03-11,2024-03-13,356,2,80.0,No,No
FMR312420102,25891102,382,2024-03-12,2024-03-13,382,1,100.0,No,Yes
FMR311702102,25891102,318,2024-03-11,2024-03-14,254,3,79.87,No,No
FMR311220302,25891102,472,2024-03-11,2024-03-11,425,0,90.04,Yes,No
FMR310101602,25891102,436,2024-03-10,2024-03-10,414,0,94.95,Yes,No
FMR310201102,25891102,324,2024-03-10,2024-03-10,324,0,100.0,Yes,Yes
FMR310102601,25891502,109,2024-03-10,2024-03-10,109,0,100.0,Yes,Yes
FMR311622502,25891502,221,2024-03-11,2024-03-12,177,1,80.09,No,No
FMR310420502,25891502,163,2024-03-10,2024-03-13,163,3,100.0,No,Yes
FMR312420502,25891502,137,2024-03-12,2024-03-14,137,2,100.0,No,Yes
FMR310320502,25891502,145,2024-03-10,2024-03-10,145,0,100.0,Yes,Yes
FMR311320502,25891502,233,2024-03-11,2024-03-11,210,0,90.13,Yes,No
FMR310201502,25891502,171,2024-03-10,2024-03-11,171,1,100.0,No,Yes
FMR312201502,25891502,183,2024-03-12,2024-03-11,146,-1,79.78,Yes,No
FMR310902502,25891502,235,2024-03-10,2024-03-10,235,0,100.0,Yes,Yes
FMR310503601,25891502,232,2024-03-10,2024-03-10,209,0,90.09,Yes,No
FMR310422502,25891502,141,2024-03-10,2024-03-09,141,-1,100.0,Yes,Yes
FMR311401502,25891502,191,2024-03-11,2024-03-12,191,1,100.0,No,Yes
FMR311721502,25891502,240,2024-03-11,2024-03-12,240,1,100.0,No,Yes
FMR310303502,25891502,112,2024-03-10,2024-03-10,112,0,100.0,Yes,Yes
FMR312221502,25891502,163,2024-03-12,2024-03-12,155,0,95.09,Yes,No
FMR311501502,25891502,193,2024-03-11,2024-03-11,193,0,100.0,Yes,Yes
FMR310521503,25891502,114,2024-03-10,2024-03-11,108,1,94.74,No,No
FMR310421502,25891502,219,2024-03-10,2024-03-13,197,3,89.95,No,No
FMR311522502,25891502,211,2024-03-11,2024-03-12,190,1,90.05,No,No
FMR311520403,25891403,289,2024-03-11,2024-03-13,260,2,89.97,No,No
FMR310421403,25891403,351,2024-03-10,2024-03-12,316,2,90.03,No,No
FMR311321403,25891403,473,2024-03-11,2024-03-12,473,1,100.0,No,Yes
FMR312321503,25891403,290,2024-03-12,2024-03-12,261,0,90.0,Yes,No
FMR311903603,25891403,369,2024-03-11,2024-03-10,369,-1,100.0,Yes,Yes
FMR310501403,25891403,297,2024-03-10,2024-03-11,297,1,100.0,No,Yes
FMR310420403,25891403,277,2024-03-10,2024-03-10,277,0,100.0,Yes,Yes
FMR312420403,25891403,393,2024-03-12,2024-03-15,393,3,100.0,No,Yes
FMR310703403,25891403,262,2024-03-10,2024-03-10,262,0,100.0,Yes,Yes
FMR310503601,25891403,428,2024-03-10,2024-03-10,428,0,100.0,Yes,Yes
FMR310122403,25891403,370,2024-03-10,2024-03-11,352,1,95.14,No,No
FMR312122403,25891403,212,2024-03-12,2024-03-13,212,1,100.0,No,Yes
FMR310101403,25891403,248,2024-03-10,2024-03-11,248,1,100.0,No,Yes
FMR311101501,25891403,303,2024-03-11,2024-03-11,288,0,95.05,Yes,No
FMR312202403,25891403,336,2024-03-12,2024-03-14,269,2,80.06,No,No
FMR311303403,25891403,379,2024-03-11,2024-03-10,303,-1,79.95,Yes,No
FMR311601602,25891403,471,2024-03-11,2024-03-11,447,0,94.9,Yes,No
FMR310401503,25891403,221,2024-03-10,2024-03-10,221,0,100.0,Yes,Yes
FMR310622602,25891403,445,2024-03-10,2024-03-10,445,0,100.0,Yes,Yes
FMR312622403,25891403,280,2024-03-12,2024-03-12,252,0,90.0,Yes,No
FMR310720503,25891503,127,2024-03-10,2024-03-10,121,0,95.28,Yes,No
FMR310503601,25891503,119,2024-03-10,2024-03-10,119,0,100.0,Yes,Yes
FMR311503503,25891503,176,2024-03-11,2024-03-12,176,1,100.0,No,Yes
FMR310521503,25891503,171,2024-03-10,2024-03-11,171,1,100.0,No,Yes
FMR312321503,25891503,140,2024-03-12,2024-03-12,140,0,100.0,Yes,Yes
FMR310103503,25891503,113,2024-03-10,2024-03-09,113,-1,100.0,Yes,Yes
FMR310420602,25891503,229,2024-03-10,2024-03-11,229,1,100.0,No,Yes
FMR311420603,25891503,145,2024-03-11,2024-03-12,145,1,100.0,No,Yes
FMR311902503,25891503,222,2024-03-11,2024-03-11,222,0,100.0,Yes,Yes
FMR312902503,25891503,122,2024-03-12,2024-03-12,122,0,100.0,Yes,Yes
FMR310401503,25891503,189,2024-03-10,2024-03-10,189,0,100.0,Yes,Yes
FMR311421503,25891503,149,2024-03-11,2024-03-13,149,2,100.0,No,Yes
FMR312603503,25891503,240,2024-03-12,2024-03-15,240,3,100.0,No,Yes
FMR310102601,25891503,111,2024-03-10,2024-03-10,105,0,94.59,Yes,No
FMR312721503,25891503,125,2024-03-12,2024-03-12,125,0,100.0,Yes,Yes
FMR312301601,25891503,165,2024-03-12,2024-03-12,165,0,100.0,Yes,Yes
FMR311522503,25891503,105,2024-03-11,2024-03-13,100,2,95.24,No,No
FMR311621503,25891503,143,2024-03-11,2024-03-11,143,0,100.0,Yes,Yes
FMR311702503,25891503,248,2024-03-11,2024-03-11,236,0,95.16,Yes,No
FMR311421103,25891103,453,2024-03-11,2024-03-12,430,1,94.92,No,No
FMR312903601,25891103,457,2024-03-12,2024-03-12,366,0,80.09,Yes,No
FMR310703403,25891103,401,2024-03-10,2024-03-10,401,0,100.0,Yes,Yes
FMR311703103,25891103,485,2024-03-11,2024-03-13,485,2,100.0,No,Yes
FMR311520203,25891103,440,2024-03-11,2024-03-12,440,1,100.0,No,Yes
FMR310303103,25891103,369,2024-03-10,2024-03-09,369,-1,100.0,Yes,Yes
FMR312203103,25891103,447,2024-03-12,2024-03-12,402,0,89.93,Yes,No
FMR311621503,25891103,461,2024-03-11,2024-03-11,461,0,100.0,Yes,Yes
FMR310501602,25891103,350,2024-03-10,2024-03-10,350,0,100.0,Yes,Yes
FMR311402601,25891103,338,2024-03-11,2024-03-12,338,1,100.0,No,Yes
FMR310503601,25891103,381,2024-03-10,2024-03-10,305,0,80.05,Yes,No
FMR310401503,25891103,357,2024-03-10,2024-03-10,357,0,100.0,Yes,Yes
FMR311401103,25891103,447,2024-03-11,2024-03-11,447,0,100.0,Yes,Yes
FMR310301103,25891103,493,2024-03-10,2024-03-12,493,2,100.0,No,Yes
FMR311301103,25891103,345,2024-03-11,2024-03-11,345,0,100.0,Yes,Yes
FMR311102103,25891103,438,2024-03-11,2024-03-12,438,1,100.0,No,Yes
FMR312102602,25891103,351,2024-03-12,2024-03-12,351,0,100.0,Yes,Yes
FMR310202603,25891103,491,2024-03-10,2024-03-10,491,0,100.0,Yes,Yes
FMR312420502,25891103,343,2024-03-12,2024-03-14,309,2,90.09,No,No
FMR310522601,25891601,152,2024-03-10,2024-03-11,152,1,100.0,No,Yes
FMR312601602,25891601,139,2024-03-12,2024-03-12,139,0,100.0,Yes,Yes
FMR311202601,25891601,160,2024-03-11,2024-03-11,144,0,90.0,Yes,No
FMR310702601,25891601,66,2024-03-10,2024-03-12,66,2,100.0,No,Yes
FMR311521601,25891601,175,2024-03-11,2024-03-13,166,2,94.86,No,No
FMR312521601,25891601,133,2024-03-12,2024-03-15,133,3,100.0,No,Yes
FMR311402601,25891601,85,2024-03-11,2024-03-12,85,1,100.0,No,Yes
FMR312402601,25891601,130,2024-03-12,2024-03-13,130,1,100.0,No,Yes
FMR310103601,25891601,182,2024-03-10,2024-03-10,173,0,95.05,Yes,No
FMR311201601,25891601,135,2024-03-11,2024-03-12,135,1,100.0,No,Yes
FMR310622602,25891601,124,2024-03-10,2024-03-10,118,0,95.16,Yes,No
FMR312303603,25891601,173,2024-03-12,2024-03-12,173,0,100.0,Yes,Yes
FMR310121601,25891601,118,2024-03-10,2024-03-13,118,3,100.0,No,Yes
FMR312121601,25891601,114,2024-03-12,2024-03-14,114,2,100.0,No,Yes
FMR311422601,25891601,195,2024-03-11,2024-03-11,175,0,89.74,Yes,No
FMR310503601,25891601,76,2024-03-10,2024-03-10,76,0,100.0,Yes,Yes
FMR311503601,25891601,81,2024-03-11,2024-03-11,81,0,100.0,Yes,Yes
FMR310720601,25891601,155,2024-03-10,2024-03-11,155,1,100.0,No,Yes
FMR311720601,25891601,127,2024-03-11,2024-03-11,127,0,100.0,Yes,Yes
FMR312301601,25891601,95,2024-03-12,2024-03-12,85,0,89.47,Yes,No
FMR310321601,25891601,88,2024-03-10,2024-03-10,88,0,100.0,Yes,Yes
FMR312903601,25891601,143,2024-03-12,2024-03-12,129,0,90.21,Yes,No
FMR310102601,25891601,155,2024-03-10,2024-03-10,139,0,89.68,Yes,No
FMR310203601,25891601,189,2024-03-10,2024-03-10,180,0,95.24,Yes,No
FMR312103501,25891402,360,2024-03-12,2024-03-12,360,0,100.0,Yes,Yes
FMR310501602,25891402,453,2024-03-10,2024-03-10,453,0,100.0,Yes,Yes
FMR310320502,25891402,372,2024-03-10,2024-03-10,372,0,100.0,Yes,Yes
FMR312320602,25891402,338,2024-03-12,2024-03-12,270,0,79.88,Yes,No
FMR311603602,25891402,339,2024-03-11,2024-03-11,339,0,100.0,Yes,Yes
FMR310720601,25891402,344,2024-03-10,2024-03-11,275,1,79.94,No,No
FMR311301402,25891402,391,2024-03-11,2024-03-12,391,1,100.0,No,Yes
FMR311721402,25891402,215,2024-03-11,2024-03-11,215,0,100.0,Yes,Yes
FMR311601402,25891402,289,2024-03-11,2024-03-10,260,-1,89.97,Yes,No
FMR312422501,25891402,473,2024-03-12,2024-03-14,473,2,100.0,No,Yes
FMR311521402,25891402,449,2024-03-11,2024-03-12,404,1,89.98,No,No
FMR311101501,25891402,403,2024-03-11,2024-03-11,403,0,100.0,Yes,Yes
FMR310122402,25891402,421,2024-03-10,2024-03-13,421,3,100.0,No,Yes
FMR312202402,25891402,253,2024-03-12,2024-03-12,253,0,100.0,Yes,Yes
FMR310603603,25891201,446,2024-03-10,2024-03-10,446,0,100.0,Yes,Yes
FMR311603201,25891201,281,2024-03-11,2024-03-10,253,-1,90.04,Yes,No
FMR312121201,25891201,442,2024-03-12,2024-03-15,442,3,100.0,No,Yes
FMR311122201,25891201,399,2024-03-11,2024-03-10,319,-1,79.95,Yes,No
FMR310621501,25891201,246,2024-03-10,2024-03-10,234,0,95.12,Yes,No
FMR312420502,25891201,143,2024-03-12,2024-03-14,136,2,95.1,No,No
FMR311521601,25891201,151,2024-03-11,2024-03-13,151,2,100.0,No,Yes
FMR310320502,25891201,352,2024-03-10,2024-03-10,317,0,90.06,Yes,No
FMR312321503,25891201,132,2024-03-12,2024-03-12,132,0,100.0,Yes,Yes
FMR310721602,25891201,293,2024-03-10,2024-03-11,293,1,100.0,No,Yes
FMR310220302,25891201,135,2024-03-10,2024-03-10,135,0,100.0,Yes,Yes
FMR310221201,25891201,466,2024-03-10,2024-03-10,466,0,100.0,Yes,Yes
FMR310203601,25891201,227,2024-03-10,2024-03-10,227,0,100.0,Yes,Yes
FMR310520201,25891201,385,2024-03-10,2024-03-11,347,1,90.13,No,No
FMR311101501,25891201,165,2024-03-11,2024-03-11,165,0,100.0,Yes,Yes
FMR312422501,25891501,107,2024-03-12,2024-03-14,107,2,100.0,No,Yes
FMR310902603,25891501,237,2024-03-10,2024-03-12,237,2,100.0,No,Yes
FMR310401501,25891501,188,2024-03-10,2024-03-09,188,-1,100.0,Yes,Yes
FMR310121601,25891501,214,2024-03-10,2024-03-13,214,3,100.0,No,Yes
FMR310621501,25891501,198,2024-03-10,2024-03-10,198,0,100.0,Yes,Yes
FMR310320502,25891501,104,2024-03-10,2024-03-10,104,0,100.0,Yes,Yes
FMR312221501,25891501,129,2024-03-12,2024-03-11,116,-1,89.92,Yes,No
FMR311101501,25891501,219,2024-03-11,2024-03-11,219,0,100.0,Yes,Yes
FMR312103501,25891501,206,2024-03-12,2024-03-12,185,0,89.81,Yes,No
FMR312521501,25891501,199,2024-03-12,2024-03-13,189,1,94.97,No,No
FMR312421501,25891501,137,2024-03-12,2024-03-13,130,1,94.89,No,No
FMR312622501,25891501,156,2024-03-12,2024-03-14,156,2,100.0,No,Yes
FMR312102602,25891602,73,2024-03-12,2024-03-12,73,0,100.0,Yes,Yes
FMR312401602,25891602,111,2024-03-12,2024-03-12,111,0,100.0,Yes,Yes
FMR310420602,25891602,154,2024-03-10,2024-03-11,146,1,94.81,No,No
FMR311203602,25891602,170,2024-03-11,2024-03-11,170,0,100.0,Yes,Yes
FMR311601602,25891602,106,2024-03-11,2024-03-11,106,0,100.0,Yes,Yes
FMR312601602,25891602,148,2024-03-12,2024-03-12,141,0,95.27,Yes,No
FMR312320602,25891602,135,2024-03-12,2024-03-12,135,0,100.0,Yes,Yes
FMR310622602,25891602,52,2024-03-10,2024-03-10,52,0,100.0,Yes,Yes
FMR311622602,25891602,164,2024-03-11,2024-03-11,164,0,100.0,Yes,Yes
FMR310101602,25891602,68,2024-03-10,2024-03-10,68,0,100.0,Yes,Yes
FMR312101602,25891602,98,2024-03-12,2024-03-12,98,0,100.0,Yes,Yes
FMR311603602,25891602,176,2024-03-11,2024-03-11,158,0,89.77,Yes,No
FMR312603603,25891602,125,2024-03-12,2024-03-12,125,0,100.0,Yes,Yes
FMR310721602,25891602,167,2024-03-10,2024-03-11,167,1,100.0,No,Yes
FMR310501602,25891602,161,2024-03-10,2024-03-10,161,0,100.0,Yes,Yes
FMR310521101,25891101,337,2024-03-10,2024-03-12,337,2,100.0,No,Yes
FMR310522101,25891101,301,2024-03-10,2024-03-10,301,0,100.0,Yes,Yes
FMR311101501,25891101,399,2024-03-11,2024-03-11,399,0,100.0,Yes,Yes
FMR312101602,25891101,328,2024-03-12,2024-03-12,328,0,100.0,Yes,Yes
FMR310303502,25891101,478,2024-03-10,2024-03-10,478,0,100.0,Yes,Yes
FMR312203103,25891101,303,2024-03-12,2024-03-12,242,0,79.87,Yes,No
FMR310902502,25891101,478,2024-03-10,2024-03-10,478,0,100.0,Yes,Yes
FMR310122402,25891101,395,2024-03-10,2024-03-13,375,3,94.94,No,No
FMR312421102,25891101,492,2024-03-12,2024-03-14,443,2,90.04,No,No
FMR310621501,25891101,379,2024-03-10,2024-03-10,379,0,100.0,Yes,Yes
FMR312621603,25891101,485,2024-03-12,2024-03-12,485,0,100.0,Yes,Yes
FMR310503601,25891101,321,2024-03-10,2024-03-10,321,0,100.0,Yes,Yes
FMR311422303,25891101,342,2024-03-11,2024-03-12,342,1,100.0,No,Yes
FMR310603603,25891203,415,2024-03-10,2024-03-10,415,0,100.0,Yes,Yes
FMR311902503,25891401,476,2024-03-11,2024-03-11,476,0,100.0,Yes,Yes
FMR310621501,25891401,464,2024-03-10,2024-03-10,418,0,90.09,Yes,No
FMR312621603,25891401,299,2024-03-12,2024-03-12,299,0,100.0,Yes,Yes
FMR311503503,25891401,471,2024-03-11,2024-03-12,471,1,100.0,No,Yes
FMR312202401,25891401,358,2024-03-12,2024-03-11,358,-1,100.0,Yes,Yes
FMR310903401,25891401,222,2024-03-10,2024-03-10,211,0,95.05,Yes,No
FMR312703603,25891401,313,2024-03-12,2024-03-12,313,0,100.0,Yes,Yes
FMR310301401,25891401,240,2024-03-10,2024-03-10,240,0,100.0,Yes,Yes
FMR310522601,25891401,440,2024-03-10,2024-03-11,440,1,100.0,No,Yes
FMR310721401,25891401,445,2024-03-10,2024-03-12,423,2,95.06,No,No
FMR310303502,25891401,313,2024-03-10,2024-03-10,313,0,100.0,Yes,Yes
FMR310601603,25891401,366,2024-03-10,2024-03-10,348,0,95.08,Yes,No
FMR312601602,25891401,437,2024-03-12,2024-03-12,415,0,94.97,Yes,No
FMR310103601,25891401,471,2024-03-10,2024-03-10,471,0,100.0,Yes,Yes
FMR312103501,25891401,445,2024-03-12,2024-03-12,356,0,80.0,Yes,No
FMR311221401,25891401,333,2024-03-11,2024-03-11,333,0,100.0,Yes,Yes
FMR311321401,25891401,240,2024-03-11,2024-03-11,240,0,100.0,Yes,Yes
FMR312221502,25891401,263,2024-03-12,2024-03-12,263,0,100.0,Yes,Yes
FMR310501603,25891603,192,2024-03-10,2024-03-09,192,-1,100.0,Yes,Yes
FMR310603603,25891603,180,2024-03-10,2024-03-10,180,0,100.0,Yes,Yes
FMR312603603,25891603,77,2024-03-12,2024-03-12,77,0,100.0,Yes,Yes
FMR310403603,25891603,139,2024-03-10,2024-03-10,139,0,100.0,Yes,Yes
FMR311420603,25891603,178,2024-03-11,2024-03-12,178,1,100.0,No,Yes
FMR310521603,25891603,126,2024-03-10,2024-03-10,126,0,100.0,Yes,Yes
FMR311402603,25891603,134,2024-03-11,2024-03-11,134,0,100.0,Yes,Yes
FMR311903603,25891603,85,2024-03-11,2024-03-10,85,-1,100.0,Yes,Yes
FMR310902603,25891603,95,2024-03-10,2024-03-12,95,2,100.0,No,Yes
FMR312703603,25891603,170,2024-03-12,2024-03-12,170,0,100.0,Yes,Yes
FMR310303603,25891603,65,2024-03-10,2024-03-13,65,3,100.0,No,Yes
FMR312303603,25891603,150,2024-03-12,2024-03-12,150,0,100.0,Yes,Yes
FMR312203603,25891603,148,2024-03-12,2024-03-13,133,1,89.86,No,No
FMR310601603,25891603,151,2024-03-10,2024-03-10,121,0,80.13,Yes,No
FMR311103603,25891603,172,2024-03-11,2024-03-12,155,1,90.12,No,No
FMR310202603,25891603,179,2024-03-10,2024-03-10,170,0,94.97,Yes,No
FMR311201603,25891603,120,2024-03-11,2024-03-11,120,0,100.0,Yes,Yes
FMR312621603,25891603,161,2024-03-12,2024-03-12,145,0,90.06,Yes,No
FMR311102202,25891202,210,2024-03-11,2024-03-13,189,2,90.0,No,No
FMR311402603,25891202,291,2024-03-11,2024-03-11,291,0,100.0,Yes,Yes
FMR311702503,25891202,484,2024-03-11,2024-03-11,484,0,100.0,Yes,Yes
FMR312702303,25891202,145,2024-03-12,2024-03-12,138,0,95.17,Yes,No
FMR312622403,25891202,420,2024-03-12,2024-03-12,378,0,90.0,Yes,No
FMR310122202,25891202,204,2024-03-10,2024-03-12,194,2,95.1,No,No
FMR311122202,25891202,317,2024-03-11,2024-03-13,285,2,89.91,No,No
FMR312320602,25891202,148,2024-03-12,2024-03-12,148,0,100.0,Yes,Yes
FMR311903303,25891202,206,2024-03-11,2024-03-11,206,0,100.0,Yes,Yes
FMR311403202,25891202,447,2024-03-11,2024-03-12,447,1,100.0,No,Yes
FMR312403202,25891202,258,2024-03-12,2024-03-12,258,0,100.0,Yes,Yes
FMR311422303,25891202,196,2024-03-11,2024-03-12,196,1,100.0,No,Yes
FMR311721502,25891202,205,2024-03-11,2024-03-12,205,1,100.0,No,Yes
FMR312601602,25891202,233,2024-03-12,2024-03-12,221,0,94.85,Yes,No
FMR310220302,25891202,232,2024-03-10,2024-03-10,232,0,100.0,Yes,Yes
FMR312520202,25891202,343,2024-03-12,2024-03-12,309,0,90.09,Yes,No
FMR310720503,25891202,325,2024-03-10,2024-03-10,325,0,100.0,Yes,Yes
FMR312720202,25891202,182,2024-03-12,2024-03-12,182,0,100.0,Yes,Yes
FMR310522202,25891202,323,2024-03-10,2024-03-09,323,-1,100.0,Yes,Yes
FMR310203601,25891303,84,2024-03-10,2024-03-10,67,0,79.76,Yes,No
FMR310603303,25891303,95,2024-03-10,2024-03-09,95,-1,100.0,Yes,Yes
FMR311422303,25891303,100,2024-03-11,2024-03-12,100,1,100.0,No,Yes
FMR310103601,25891303,72,2024-03-10,2024-03-10,72,0,100.0,Yes,Yes
FMR312103501,25891303,26,2024-03-12,2024-03-12,25,0,96.15,Yes,No
FMR311721402,25891303,55,2024-03-11,2024-03-11,55,0,100.0,Yes,Yes
FMR312703603,25891303,90,2024-03-12,2024-03-12,90,0,100.0,Yes,Yes
FMR312303603,25891303,31,2024-03-12,2024-03-12,31,0,100.0,Yes,Yes
FMR312401602,25891303,75,2024-03-12,2024-03-12,75,0,100.0,Yes,Yes
FMR310421303,25891303,26,2024-03-10,2024-03-10,23,0,88.46,Yes,No
FMR310622602,25891303,81,2024-03-10,2024-03-10,81,0,100.0,Yes,Yes
FMR311320502,25891303,49,2024-03-11,2024-03-11,49,0,100.0,Yes,Yes
FMR312702303,25891303,83,2024-03-12,2024-03-12,75,0,90.36,Yes,No
FMR310202603,25891303,25,2024-03-10,2024-03-10,25,0,100.0,Yes,Yes
FMR310503601,25891303,75,2024-03-10,2024-03-10,75,0,100.0,Yes,Yes
FMR310101403,25891303,31,2024-03-10,2024-03-11,31,1,100.0,No,Yes
FMR311903303,25891303,34,2024-03-11,2024-03-11,31,0,91.18,Yes,No
FMR310621303,25891303,80,2024-03-10,2024-03-09,72,-1,90.0,Yes,No
FMR313621601,25891502,176,2024-03-13,2024-03-13,176,0,100.0,Yes,Yes
FMR312422502,25891203,350,2024-03-12,2024-03-12,280,0,80.0,Yes,No
FMR313101402,25891203,337,2024-03-13,2024-03-13,337,0,100.0,Yes,Yes
FMR312703203,25891203,421,2024-03-12,2024-03-12,400,0,95.01,Yes,No
FMR313703302,25891203,269,2024-03-13,2024-03-13,242,0,89.96,Yes,No
FMR311521203,25891203,418,2024-03-11,2024-03-12,418,1,100.0,No,Yes
FMR312521203,25891203,479,2024-03-12,2024-03-13,455,1,94.99,No,No
FMR313521203,25891203,173,2024-03-13,2024-03-14,173,1,100.0,No,Yes
FMR311420203,25891203,472,2024-03-11,2024-03-13,472,2,100.0,No,Yes
FMR312522401,25891203,327,2024-03-12,2024-03-13,327,1,100.0,No,Yes
FMR311301502,25891203,268,2024-03-11,2024-03-11,268,0,100.0,Yes,Yes
FMR313301203,25891203,331,2024-03-13,2024-03-13,331,0,100.0,Yes,Yes
FMR313202203,25891203,257,2024-03-13,2024-03-12,231,-1,89.88,Yes,No
FMR312503503,25891203,391,2024-03-12,2024-03-12,391,0,100.0,Yes,Yes
FMR312201203,25891203,497,2024-03-12,2024-03-13,497,1,100.0,No,Yes
